Start Time,End Time,Experiment,Model,Temperature,Exam,Questions,Accuracy,Input Tokens,Output Tokens,Total Tokens,Tokens per Question,Total Cost,Cost per Question,Runtime,Runtime per Question
2023-10-20 15:25:24,2023-10-20 15:30:02,temp-0.0,gpt-35-turbo,0.0,logiqa-en-100,100,0.39,48253,158690,206943,2069.43,0.3897595,0.003897595,277.680812,2.77680812
2023-10-20 15:30:02,2023-10-20 15:37:39,temp-0.1,gpt-35-turbo,0.1,logiqa-en-100,100,0.45,48253,172848,221101,2211.01,0.4180755,0.004180755,457.088882,4.57088882
2023-10-20 15:37:39,2023-10-20 15:43:47,temp-0.2,gpt-35-turbo,0.2,logiqa-en-100,100,0.5,48253,167154,215407,2154.07,0.4066875,0.004066875,368.727086,3.68727086
2023-10-20 15:43:47,2023-10-20 15:52:22,temp-0.3,gpt-35-turbo,0.3,logiqa-en-100,100,0.46,48253,173871,222124,2221.24,0.4201215,0.004201215,514.98748,5.1498748
2023-10-20 15:52:22,2023-10-20 15:59:03,temp-0.4,gpt-35-turbo,0.4,logiqa-en-100,100,0.46,48253,170428,218681,2186.81,0.4132355,0.004132355,400.542641,4.00542641
2023-10-20 15:59:03,2023-10-20 16:05:45,temp-0.5,gpt-35-turbo,0.5,logiqa-en-100,100,0.42,48253,167855,216108,2161.08,0.4080895,0.004080895,402.371717,4.02371717
2023-10-20 16:05:45,2023-10-20 16:12:31,temp-0.6,gpt-35-turbo,0.6,logiqa-en-100,100,0.44,48253,167309,215562,2155.62,0.4069975,0.004069975,405.48016,4.0548016
2023-10-20 16:12:31,2023-10-20 16:29:13,temp-0.7,gpt-35-turbo,0.7,logiqa-en-100,100,0.48,47851,166480,214331,2143.31,0.4047364999999999,0.004047365,1002.515488,10.02515488
2023-10-20 16:29:13,2023-10-20 16:36:06,temp-0.8,gpt-35-turbo,0.8,logiqa-en-100,100,0.39,48253,169062,217315,2173.15,0.4105035,0.004105035,412.902419,4.12902419
2023-10-20 16:36:06,2023-10-20 16:43:10,temp-0.9,gpt-35-turbo,0.9,logiqa-en-100,100,0.42,48253,167377,215630,2156.3,0.4071335,0.004071335,423.74236,4.2374236000000005
2023-10-20 16:43:10,2023-10-20 16:49:59,temp-1.0,gpt-35-turbo,1.0,logiqa-en-100,100,0.41,48253,171629,219882,2198.82,0.4156375,0.004156375,408.707526,4.08707526
