Start Time,End Time,Experiment,Model,Temperature,Exam,Questions,Accuracy,Input Tokens,Output Tokens,Total Tokens,Tokens per Question,Total Cost,Cost per Question,Runtime,Runtime per Question
2023-10-20 20:51:43,2023-10-20 20:55:15,temp-0.0,gpt-35-turbo,0.0,sat-en-100,100,0.72,126186,134470,260656,2606.56,0.458219,0.00458219,212.312327,2.12312327
2023-10-20 20:55:15,2023-10-20 20:59:46,temp-0.1,gpt-35-turbo,0.1,sat-en-100,100,0.72,126186,135177,261363,2613.63,0.4596329999999999,0.0045963299999999,270.540288,2.70540288
2023-10-20 20:59:46,2023-10-20 21:05:51,temp-0.2,gpt-35-turbo,0.2,sat-en-100,100,0.73,123426,135121,258547,2585.47,0.455381,0.00455381,365.408348,3.65408348
2023-10-20 21:05:51,2023-10-20 21:11:04,temp-0.3,gpt-35-turbo,0.3,sat-en-100,100,0.76,126186,137058,263244,2632.44,0.463395,0.00463395,312.764193,3.12764193
2023-10-20 21:11:04,2023-10-20 21:16:37,temp-0.4,gpt-35-turbo,0.4,sat-en-100,100,0.77,126186,136884,263070,2630.7,0.463047,0.00463047,332.552552,3.32552552
2023-10-20 21:16:37,2023-10-20 21:21:50,temp-0.5,gpt-35-turbo,0.5,sat-en-100,100,0.77,126186,136524,262710,2627.1,0.462327,0.00462327,313.182801,3.13182801
2023-10-20 21:21:50,2023-10-20 21:27:06,temp-0.6,gpt-35-turbo,0.6,sat-en-100,100,0.77,126186,135198,261384,2613.84,0.459675,0.00459675,316.447404,3.16447404
2023-10-20 21:27:06,2023-10-20 21:32:33,temp-0.7,gpt-35-turbo,0.7,sat-en-100,100,0.78,126186,136023,262209,2622.09,0.461325,0.00461325,326.820553,3.2682055300000004
2023-10-20 21:32:33,2023-10-20 21:37:51,temp-0.8,gpt-35-turbo,0.8,sat-en-100,100,0.78,126186,133620,259806,2598.06,0.456519,0.00456519,317.871454,3.17871454
2023-10-20 21:37:51,2023-10-20 21:43:15,temp-0.9,gpt-35-turbo,0.9,sat-en-100,100,0.78,126186,134186,260372,2603.72,0.457651,0.00457651,324.445771,3.24445771
2023-10-20 21:43:15,2023-10-20 21:48:50,temp-1.0,gpt-35-turbo,1.0,sat-en-100,100,0.78,126186,132716,258902,2589.02,0.454711,0.00454711,334.359209,3.34359209
