Start Time,End Time,Experiment,Model,Temperature,Exam,Questions,Accuracy,Input Tokens,Output Tokens,Total Tokens,Tokens per Question,Total Cost,Cost per Question,Runtime,Runtime per Question
2023-10-20 21:48:50,2023-10-20 21:53:02,temp-0.0,gpt-35-turbo,0.0,sat-math-100,100,0.73,41448,170690,212138,2121.38,0.403552,0.00403552,251.893274,2.51893274
2023-10-20 21:53:02,2023-10-20 21:58:47,temp-0.1,gpt-35-turbo,0.1,sat-math-100,100,0.77,41448,168787,210235,2102.35,0.399746,0.0039974599999999,345.277641,3.45277641
2023-10-20 21:58:47,2023-10-20 22:04:42,temp-0.2,gpt-35-turbo,0.2,sat-math-100,100,0.83,41448,163775,205223,2052.23,0.389722,0.00389722,355.027026,3.55027026
2023-10-20 22:04:42,2023-10-20 22:13:25,temp-0.3,gpt-35-turbo,0.3,sat-math-100,100,0.81,41448,173007,214455,2144.55,0.408186,0.00408186,523.272331,5.23272331
2023-10-20 22:13:25,2023-10-20 22:20:57,temp-0.4,gpt-35-turbo,0.4,sat-math-100,100,0.88,41448,165536,206984,2069.84,0.393244,0.00393244,452.255102,4.52255102
2023-10-20 22:20:57,2023-10-20 22:29:29,temp-0.5,gpt-35-turbo,0.5,sat-math-100,100,0.85,41448,166000,207448,2074.48,0.394172,0.00394172,511.996551,5.11996551
2023-10-20 22:29:29,2023-10-20 22:37:31,temp-0.6,gpt-35-turbo,0.6,sat-math-100,100,0.83,41448,169384,210832,2108.32,0.40094,0.0040094,481.732566,4.81732566
2023-10-20 22:37:31,2023-10-20 22:45:28,temp-0.7,gpt-35-turbo,0.7,sat-math-100,100,0.86,41448,171844,213292,2132.92,0.40586,0.0040586,477.178354,4.77178354
2023-10-20 22:45:28,2023-10-20 22:53:34,temp-0.8,gpt-35-turbo,0.8,sat-math-100,100,0.88,41448,170724,212172,2121.72,0.40362,0.0040362,485.930124,4.85930124
2023-10-20 22:53:34,2023-10-20 23:02:40,temp-0.9,gpt-35-turbo,0.9,sat-math-100,100,0.85,41448,177127,218575,2185.75,0.416426,0.00416426,545.276001,5.45276001
2023-10-20 23:02:40,2023-10-20 23:11:40,temp-1.0,gpt-35-turbo,1.0,sat-math-100,100,0.89,41448,182336,223784,2237.84,0.42684400000000006,0.004268440000000001,540.117809,5.401178089999999
