Start Time,End Time,Experiment,Model,Temperature,Exam,Questions,Accuracy,Input Tokens,Output Tokens,Total Tokens,Tokens per Question,Total Cost,Cost per Question,Runtime,Runtime per Question
2023-10-20 19:48:33,2023-10-20 19:52:21,temp-0.0,gpt-35-turbo,0.0,lsat-rc-100,100,0.58,98157,152460,250617,2506.17,0.4521555,0.004521555,228.536978,2.28536978
2023-10-20 19:52:21,2023-10-20 19:57:31,temp-0.1,gpt-35-turbo,0.1,lsat-rc-100,100,0.6,98157,152084,250241,2502.41,0.4514034999999999,0.004514035,309.463506,3.09463506
2023-10-20 19:57:31,2023-10-20 20:03:20,temp-0.2,gpt-35-turbo,0.2,lsat-rc-100,100,0.63,98157,151647,249804,2498.04,0.4505295,0.004505295,349.515647,3.49515647
2023-10-20 20:03:20,2023-10-20 20:09:02,temp-0.3,gpt-35-turbo,0.3,lsat-rc-100,100,0.62,98157,154767,252924,2529.24,0.4567694999999999,0.0045676949999999,341.157971,3.41157971
2023-10-20 20:09:02,2023-10-20 20:15:02,temp-0.4,gpt-35-turbo,0.4,lsat-rc-100,100,0.64,98157,154804,252961,2529.61,0.4568434999999999,0.0045684349999999,360.81178,3.6081178
2023-10-20 20:15:02,2023-10-20 20:21:17,temp-0.5,gpt-35-turbo,0.5,lsat-rc-100,100,0.66,98157,151647,249804,2498.04,0.4505295,0.004505295,374.479152,3.74479152
2023-10-20 20:21:17,2023-10-20 20:27:26,temp-0.6,gpt-35-turbo,0.6,lsat-rc-100,100,0.63,98157,152119,250276,2502.76,0.4514734999999999,0.004514735,368.697066,3.68697066
2023-10-20 20:27:26,2023-10-20 20:33:21,temp-0.7,gpt-35-turbo,0.7,lsat-rc-100,100,0.64,98157,150844,249001,2490.01,0.4489235,0.004489235,354.873323,3.5487332300000003
2023-10-20 20:33:21,2023-10-20 20:39:47,temp-0.8,gpt-35-turbo,0.8,lsat-rc-100,100,0.6,98157,151002,249159,2491.59,0.4492395,0.004492395,386.921344,3.86921344
2023-10-20 20:39:47,2023-10-20 20:45:28,temp-0.9,gpt-35-turbo,0.9,lsat-rc-100,100,0.64,98157,148290,246447,2464.47,0.4438155,0.004438155,340.468183,3.40468183
2023-10-20 20:45:28,2023-10-20 20:51:43,temp-1.0,gpt-35-turbo,1.0,lsat-rc-100,100,0.63,98157,149709,247866,2478.66,0.44665350000000004,0.004466535000000001,374.944717,3.7494471700000003
