Start Time,End Time,Experiment,Model,Temperature,Exam,Questions,Accuracy,Input Tokens,Output Tokens,Total Tokens,Tokens per Question,Total Cost,Cost per Question,Runtime,Runtime per Question
2023-10-20 18:43:42,2023-10-20 18:47:39,temp-0.0,gpt-35-turbo,0.0,lsat-lr-100,100,0.38,52154,162470,214624,2146.24,0.403171,0.00403171,236.364452,2.36364452
2023-10-20 18:47:39,2023-10-20 18:52:37,temp-0.1,gpt-35-turbo,0.1,lsat-lr-100,100,0.41,52154,163940,216094,2160.94,0.406111,0.00406111,298.06418,2.9806418000000003
2023-10-20 18:52:37,2023-10-20 18:58:09,temp-0.2,gpt-35-turbo,0.2,lsat-lr-100,100,0.41,52154,162760,214914,2149.14,0.4037509999999999,0.0040375099999999,331.671869,3.31671869
2023-10-20 18:58:09,2023-10-20 19:03:58,temp-0.3,gpt-35-turbo,0.3,lsat-lr-100,100,0.42,52154,162186,214340,2143.4,0.402603,0.00402603,349.626925,3.49626925
2023-10-20 19:03:58,2023-10-20 19:10:20,temp-0.4,gpt-35-turbo,0.4,lsat-lr-100,100,0.44,51552,160214,211766,2117.66,0.397756,0.00397756,381.458462,3.81458462
2023-10-20 19:10:20,2023-10-20 19:16:41,temp-0.5,gpt-35-turbo,0.5,lsat-lr-100,100,0.44,51545,159006,210551,2105.51,0.3953295,0.003953295,381.308384,3.81308384
2023-10-20 19:16:41,2023-10-20 19:23:12,temp-0.6,gpt-35-turbo,0.6,lsat-lr-100,100,0.44,52154,164689,216843,2168.43,0.407609,0.00407609,390.631818,3.90631818
2023-10-20 19:23:12,2023-10-20 19:29:19,temp-0.7,gpt-35-turbo,0.7,lsat-lr-100,100,0.49,52154,161140,213294,2132.94,0.400511,0.00400511,367.580363,3.67580363
2023-10-20 19:29:19,2023-10-20 19:35:40,temp-0.8,gpt-35-turbo,0.8,lsat-lr-100,100,0.46,52154,159094,211248,2112.48,0.3964189999999999,0.0039641899999999,381.026292,3.81026292
2023-10-20 19:35:40,2023-10-20 19:42:17,temp-0.9,gpt-35-turbo,0.9,lsat-lr-100,100,0.53,52154,158750,210904,2109.04,0.395731,0.00395731,396.894408,3.96894408
2023-10-20 19:42:17,2023-10-20 19:48:33,temp-1.0,gpt-35-turbo,1.0,lsat-lr-100,100,0.5,52154,158930,211084,2110.84,0.396091,0.003960910000000001,375.796731,3.75796731
