Start Time,End Time,Experiment,Model,Temperature,Exam,Questions,Accuracy,Input Tokens,Output Tokens,Total Tokens,Tokens per Question,Total Cost,Cost per Question,Runtime,Runtime per Question
2023-10-20 16:49:59,2023-10-20 16:55:32,temp-0.0,gpt-35-turbo,0.0,lsat-ar-100,100,0.25,51124,229930,281054,2810.54,0.536546,0.00536546,333.500463,3.33500463
2023-10-20 16:55:32,2023-10-20 17:03:44,temp-0.1,gpt-35-turbo,0.1,lsat-ar-100,100,0.25,51124,235364,286488,2864.88,0.5474140000000001,0.00547414,491.637378,4.91637378
2023-10-20 17:03:44,2023-10-20 17:12:36,temp-0.2,gpt-35-turbo,0.2,lsat-ar-100,100,0.33,51124,232787,283911,2839.11,0.54226,0.0054226,531.718678,5.317186779999999
2023-10-20 17:12:36,2023-10-20 17:21:55,temp-0.3,gpt-35-turbo,0.3,lsat-ar-100,100,0.23,51124,239004,290128,2901.28,0.554694,0.00554694,558.875847,5.58875847
2023-10-20 17:21:55,2023-10-20 17:31:42,temp-0.4,gpt-35-turbo,0.4,lsat-ar-100,100,0.23,51124,242113,293237,2932.37,0.560912,0.0056091199999999,587.068877,5.87068877
2023-10-20 17:31:42,2023-10-20 17:41:47,temp-0.5,gpt-35-turbo,0.5,lsat-ar-100,100,0.22,51124,244286,295410,2954.1,0.565258,0.00565258,604.868163,6.04868163
2023-10-20 17:41:47,2023-10-20 17:51:57,temp-0.6,gpt-35-turbo,0.6,lsat-ar-100,100,0.25,51124,248063,299187,2991.87,0.572812,0.00572812,610.348842,6.10348842
2023-10-20 17:51:57,2023-10-20 18:02:03,temp-0.7,gpt-35-turbo,0.7,lsat-ar-100,100,0.27,51124,251228,302352,3023.52,0.579142,0.00579142,605.691716,6.05691716
2023-10-20 18:02:03,2023-10-20 18:22:14,temp-0.8,gpt-35-turbo,0.8,lsat-ar-100,100,0.29,50669,248294,298963,2989.63,0.5725915,0.005725915,1211.857831,12.11857831
2023-10-20 18:22:14,2023-10-20 18:32:32,temp-0.9,gpt-35-turbo,0.9,lsat-ar-100,100,0.26,51124,254271,305395,3053.95,0.5852280000000001,0.00585228,617.718178,6.17718178
2023-10-20 18:32:32,2023-10-20 18:43:42,temp-1.0,gpt-35-turbo,1.0,lsat-ar-100,100,0.24,51124,258004,309128,3091.28,0.592694,0.00592694,670.237324,6.702373239999999
