Start Time,End Time,Experiment,Model,Temperature,Exam,Questions,Accuracy,Input Tokens,Output Tokens,Total Tokens,Tokens per Question,Total Cost,Cost per Question,Runtime,Runtime per Question
2023-10-21 07:24:27,2023-10-21 07:25:10,temp-0.0,gpt-35-turbo,0.0,lsat-lr-100,100,0.54,44154,6000,50154,501.54,0.078231,0.0007823099999999,42.366853,0.42366853
2023-10-21 07:25:10,2023-10-21 07:25:46,temp-0.1,gpt-35-turbo,0.1,lsat-lr-100,100,0.52,44154,6000,50154,501.54,0.078231,0.0007823099999999,36.01219,0.3601219
2023-10-21 07:25:46,2023-10-21 07:26:20,temp-0.2,gpt-35-turbo,0.2,lsat-lr-100,100,0.52,44154,5997,50151,501.51,0.078225,0.00078225,34.154472,0.3415447199999999
2023-10-21 07:26:20,2023-10-21 07:26:58,temp-0.3,gpt-35-turbo,0.3,lsat-lr-100,100,0.54,44154,5997,50151,501.51,0.078225,0.00078225,37.673459,0.37673459
2023-10-21 07:26:58,2023-10-21 07:27:35,temp-0.4,gpt-35-turbo,0.4,lsat-lr-100,100,0.52,44154,5995,50149,501.49,0.078221,0.00078221,37.940905,0.37940905
2023-10-21 07:27:36,2023-10-21 07:28:18,temp-0.5,gpt-35-turbo,0.5,lsat-lr-100,100,0.54,44154,5997,50151,501.51,0.078225,0.00078225,42.680078,0.42680078
2023-10-21 07:28:18,2023-10-21 07:29:06,temp-0.6,gpt-35-turbo,0.6,lsat-lr-100,100,0.51,44154,5998,50152,501.52,0.0782269999999999,0.00078227,48.263653,0.4826365299999999
2023-10-21 07:29:06,2023-10-21 07:29:50,temp-0.7,gpt-35-turbo,0.7,lsat-lr-100,100,0.52,44154,5996,50150,501.5,0.078223,0.00078223,43.703456,0.43703456
2023-10-21 07:29:50,2023-10-21 07:30:28,temp-0.8,gpt-35-turbo,0.8,lsat-lr-100,100,0.52,44154,5995,50149,501.49,0.078221,0.00078221,37.411344,0.37411344
2023-10-21 07:30:28,2023-10-21 07:31:04,temp-0.9,gpt-35-turbo,0.9,lsat-lr-100,100,0.51,44154,6052,50206,502.06,0.078335,0.00078335,36.860252,0.36860252
2023-10-21 07:31:04,2023-10-21 07:31:42,temp-1.0,gpt-35-turbo,1.0,lsat-lr-100,100,0.51,44154,5987,50141,501.41,0.078205,0.00078205,37.962295,0.37962294999999996
