Start Time,End Time,Experiment,Model,Temperature,Exam,Questions,Accuracy,Input Tokens,Output Tokens,Total Tokens,Tokens per Question,Total Cost,Cost per Question,Runtime,Runtime per Question
2023-10-21 07:14:28,2023-10-21 07:15:12,temp-0.0,gpt-35-turbo,0.0,lsat-ar-100,100,0.3,43124,7920,51044,510.44,0.080526,0.00080526,44.247581,0.4424758099999999
2023-10-21 07:15:12,2023-10-21 07:16:04,temp-0.1,gpt-35-turbo,0.1,lsat-ar-100,100,0.3,43124,8282,51406,514.06,0.08125,0.0008125,51.744359,0.5174435900000001
2023-10-21 07:16:04,2023-10-21 07:16:52,temp-0.2,gpt-35-turbo,0.2,lsat-ar-100,100,0.29,43124,8199,51323,513.23,0.081084,0.00081084,47.957334,0.47957334
2023-10-21 07:16:52,2023-10-21 07:17:32,temp-0.3,gpt-35-turbo,0.3,lsat-ar-100,100,0.29,43124,7954,51078,510.78,0.080594,0.00080594,40.180694,0.40180694
2023-10-21 07:17:32,2023-10-21 07:18:18,temp-0.4,gpt-35-turbo,0.4,lsat-ar-100,100,0.27,43124,8658,51782,517.82,0.082002,0.00082002,45.786496,0.45786496
2023-10-21 07:18:18,2023-10-21 07:19:00,temp-0.5,gpt-35-turbo,0.5,lsat-ar-100,100,0.28,43124,8126,51250,512.5,0.080938,0.00080938,41.97947,0.4197946999999999
2023-10-21 07:19:00,2023-10-21 07:19:51,temp-0.6,gpt-35-turbo,0.6,lsat-ar-100,100,0.26,43124,8518,51642,516.42,0.081722,0.00081722,51.211146,0.51211146
2023-10-21 07:19:51,2023-10-21 07:20:59,temp-0.7,gpt-35-turbo,0.7,lsat-ar-100,100,0.3,43124,9525,52649,526.49,0.083736,0.00083736,67.571117,0.67571117
2023-10-21 07:20:59,2023-10-21 07:21:57,temp-0.8,gpt-35-turbo,0.8,lsat-ar-100,100,0.28,43124,10033,53157,531.57,0.084752,0.00084752,58.211237,0.5821123699999999
2023-10-21 07:21:57,2023-10-21 07:22:55,temp-0.9,gpt-35-turbo,0.9,lsat-ar-100,100,0.23,43124,10174,53298,532.98,0.085034,0.00085034,57.620246,0.57620246
2023-10-21 07:22:55,2023-10-21 07:24:27,temp-1.0,gpt-35-turbo,1.0,lsat-ar-100,100,0.27,43124,11920,55044,550.44,0.08852600000000001,0.0008852600000000001,92.555918,0.92555918
