Start Time,End Time,Experiment,Model,Temperature,Exam,Questions,Accuracy,Input Tokens,Output Tokens,Total Tokens,Tokens per Question,Total Cost,Cost per Question,Runtime,Runtime per Question
2023-10-16 20:00:07,2023-10-16 20:11:31,temp-0.0,gpt-35-turbo,0.0,lsat-ar-100,100,0.23,70024,388690,458714,4587.14,0.882416,0.00882416,683.679405,6.83679405
2023-10-16 20:11:31,2023-10-16 20:28:41,temp-0.1,gpt-35-turbo,0.1,lsat-ar-100,100,0.28,70024,397752,467776,4677.76,0.90054,0.0090054,1030.426179,10.30426179
2023-10-16 20:28:41,2023-10-16 20:44:07,temp-0.2,gpt-35-turbo,0.2,lsat-ar-100,100,0.29,70024,387020,457044,4570.44,0.879076,0.00879076,925.827037,9.25827037
2023-10-16 20:44:07,2023-10-16 21:02:53,temp-0.3,gpt-35-turbo,0.3,lsat-ar-100,100,0.24,70024,383638,453662,4536.62,0.8723120000000001,0.00872312,1125.562136,11.25562136
2023-10-16 21:02:53,2023-10-16 21:23:18,temp-0.4,gpt-35-turbo,0.4,lsat-ar-100,100,0.3,70024,398899,468923,4689.23,0.902834,0.00902834,1225.450119,12.25450119
2023-10-16 21:23:18,2023-10-16 21:42:40,temp-0.5,gpt-35-turbo,0.5,lsat-ar-100,100,0.22,70024,388148,458172,4581.72,0.8813320000000001,0.00881332,1161.869371,11.61869371
2023-10-16 21:42:40,2023-10-16 22:02:05,temp-0.6,gpt-35-turbo,0.6,lsat-ar-100,100,0.31,70024,392606,462630,4626.3,0.890248,0.00890248,1165.114632,11.65114632
2023-10-16 22:02:05,2023-10-16 22:22:12,temp-0.7,gpt-35-turbo,0.7,lsat-ar-100,100,0.29,70024,387933,457957,4579.57,0.880902,0.0088090199999999,1206.429038,12.06429038
2023-10-16 22:22:12,2023-10-16 22:41:49,temp-0.8,gpt-35-turbo,0.8,lsat-ar-100,100,0.34,70024,384316,454340,4543.4,0.8736680000000001,0.00873668,1177.727293,11.77727293
2023-10-16 22:41:49,2023-10-16 23:00:43,temp-0.9,gpt-35-turbo,0.9,lsat-ar-100,100,0.29,70024,391423,461447,4614.47,0.8878820000000001,0.00887882,1133.303188,11.33303188
2023-10-16 23:00:43,2023-10-16 23:21:52,temp-1.0,gpt-35-turbo,1.0,lsat-ar-100,100,0.23,70024,391916,461940,4619.4,0.888868,0.00888868,1269.741789,12.697417889999999
