Start Time,End Time,Experiment,Model,Temperature,Exam,Questions,Accuracy,Input Tokens,Output Tokens,Total Tokens,Tokens per Question,Total Cost,Cost per Question,Runtime,Runtime per Question
2023-10-16 17:20:34,2023-10-16 17:27:55,temp-0.0,gpt-35-turbo,0.0,logiqa-en-100,100,0.33,66964,297730,364694,3646.94,0.695906,0.00695906,440.540871,4.40540871
2023-10-16 17:27:55,2023-10-16 17:38:42,temp-0.1,gpt-35-turbo,0.1,logiqa-en-100,100,0.45,66964,297993,364957,3649.57,0.696432,0.00696432,647.149461,6.47149461
2023-10-16 17:38:42,2023-10-16 17:49:34,temp-0.2,gpt-35-turbo,0.2,logiqa-en-100,100,0.4,66964,297316,364280,3642.8,0.6950780000000001,0.00695078,651.871543,6.518715429999999
2023-10-16 17:49:34,2023-10-16 18:00:44,temp-0.3,gpt-35-turbo,0.3,logiqa-en-100,100,0.44,66964,299164,366128,3661.28,0.698774,0.00698774,670.203085,6.70203085
2023-10-16 18:00:44,2023-10-16 18:12:11,temp-0.4,gpt-35-turbo,0.4,logiqa-en-100,100,0.44,66964,296915,363879,3638.79,0.6942760000000001,0.00694276,686.398887,6.863988869999999
2023-10-16 18:12:11,2023-10-16 18:24:01,temp-0.5,gpt-35-turbo,0.5,logiqa-en-100,100,0.43,66964,296953,363917,3639.17,0.6943520000000001,0.00694352,710.29201,7.1029201
2023-10-16 18:24:01,2023-10-16 18:35:37,temp-0.6,gpt-35-turbo,0.6,logiqa-en-100,100,0.41,66964,297112,364076,3640.76,0.6946700000000001,0.0069467,695.718997,6.957189969999999
2023-10-16 18:35:37,2023-10-16 18:47:19,temp-0.7,gpt-35-turbo,0.7,logiqa-en-100,100,0.39,66964,293108,360072,3600.72,0.686662,0.00686662,702.328523,7.02328523
2023-10-16 18:47:19,2023-10-16 18:59:23,temp-0.8,gpt-35-turbo,0.8,logiqa-en-100,100,0.4,66964,296152,363116,3631.16,0.69275,0.0069275,723.497942,7.234979419999999
2023-10-16 18:59:23,2023-10-16 19:11:08,temp-0.9,gpt-35-turbo,0.9,logiqa-en-100,100,0.41,66964,290055,357019,3570.19,0.680556,0.00680556,705.411848,7.05411848
2023-10-16 19:11:08,2023-10-16 19:23:22,temp-1.0,gpt-35-turbo,1.0,logiqa-en-100,100,0.38,66964,292202,359166,3591.66,0.6848500000000001,0.0068485,733.623119,7.3362311899999995
