Start Time,End Time,Experiment,Model,Temperature,Exam,Questions,Accuracy,Input Tokens,Output Tokens,Total Tokens,Tokens per Question,Total Cost,Cost per Question,Runtime,Runtime per Question
2023-10-17 14:08:30,2023-10-17 14:15:25,temp-0.0,gpt-35-turbo,0.0,lsat-rc-100,100,0.57,117057,270490,387547,3875.47,0.7165655,0.007165655,415.098043,4.150980430000001
2023-10-17 14:15:25,2023-10-17 14:24:56,temp-0.1,gpt-35-turbo,0.1,lsat-rc-100,100,0.58,117057,273781,390838,3908.38,0.7231475,0.007231475,570.477469,5.704774690000001
2023-10-17 14:24:56,2023-10-17 14:34:58,temp-0.2,gpt-35-turbo,0.2,lsat-rc-100,100,0.62,117057,275787,392844,3928.44,0.7271595,0.007271595,602.529165,6.025291650000001
2023-10-17 14:34:58,2023-10-17 14:45:22,temp-0.3,gpt-35-turbo,0.3,lsat-rc-100,100,0.62,117057,274844,391901,3919.01,0.7252734999999999,0.0072527349999999,623.945907,6.2394590700000006
2023-10-17 14:45:22,2023-10-17 14:55:39,temp-0.4,gpt-35-turbo,0.4,lsat-rc-100,100,0.61,117057,274135,391192,3911.92,0.7238555,0.007238555,617.136778,6.171367780000001
2023-10-17 14:55:39,2023-10-17 15:05:51,temp-0.5,gpt-35-turbo,0.5,lsat-rc-100,100,0.65,117057,274234,391291,3912.91,0.7240534999999999,0.0072405349999999,611.53514,6.1153514
2023-10-17 15:05:51,2023-10-17 15:15:49,temp-0.6,gpt-35-turbo,0.6,lsat-rc-100,100,0.63,117057,268349,385406,3854.06,0.7122835000000001,0.007122835,597.962244,5.979622440000001
2023-10-17 15:15:49,2023-10-17 15:25:42,temp-0.7,gpt-35-turbo,0.7,lsat-rc-100,100,0.61,117057,267333,384390,3843.9,0.7102515,0.007102515,593.468515,5.93468515
2023-10-17 15:25:42,2023-10-17 15:35:46,temp-0.8,gpt-35-turbo,0.8,lsat-rc-100,100,0.64,117057,267822,384879,3848.79,0.7112295,0.0071122949999999,603.145809,6.03145809
2023-10-17 15:35:46,2023-10-17 15:45:55,temp-0.9,gpt-35-turbo,0.9,lsat-rc-100,100,0.62,117057,267180,384237,3842.37,0.7099455000000001,0.007099455,609.64018,6.0964018
2023-10-17 15:45:55,2023-10-17 15:55:43,temp-1.0,gpt-35-turbo,1.0,lsat-rc-100,100,0.63,117057,262472,379529,3795.29,0.7005295,0.007005295,587.610525,5.87610525
