Start Time,End Time,Experiment,Model,Temperature,Exam,Questions,Accuracy,Input Tokens,Output Tokens,Total Tokens,Tokens per Question,Total Cost,Cost per Question,Runtime,Runtime per Question
2023-10-21 16:32:41,2023-10-21 16:33:15,temp-0.0,gpt-35-turbo,0.0,lsat-rc-100,100,0.68,90257,6000,96257,962.57,0.1473855,0.001473855,34.622885,0.34622885
2023-10-21 16:33:15,2023-10-21 16:33:50,temp-0.1,gpt-35-turbo,0.1,lsat-rc-100,100,0.68,90257,6000,96257,962.57,0.1473855,0.001473855,35.020109,0.35020109
2023-10-21 16:33:50,2023-10-21 16:34:24,temp-0.2,gpt-35-turbo,0.2,lsat-rc-100,100,0.68,90257,6001,96258,962.58,0.1473875,0.001473875,33.811543,0.33811543
2023-10-21 16:34:24,2023-10-21 16:34:59,temp-0.3,gpt-35-turbo,0.3,lsat-rc-100,100,0.68,90257,6003,96260,962.6,0.1473915,0.001473915,35.159969,0.3515996899999999
2023-10-21 16:34:59,2023-10-21 16:35:36,temp-0.4,gpt-35-turbo,0.4,lsat-rc-100,100,0.68,90257,6003,96260,962.6,0.1473915,0.001473915,37.223009,0.3722300899999999
2023-10-21 16:35:36,2023-10-21 16:36:10,temp-0.5,gpt-35-turbo,0.5,lsat-rc-100,100,0.68,90257,6003,96260,962.6,0.1473915,0.001473915,33.677538,0.3367753799999999
2023-10-21 16:36:10,2023-10-21 16:36:47,temp-0.6,gpt-35-turbo,0.6,lsat-rc-100,100,0.68,90257,6007,96264,962.64,0.1473995,0.001473995,36.631356,0.36631356
2023-10-21 16:36:47,2023-10-21 16:37:23,temp-0.7,gpt-35-turbo,0.7,lsat-rc-100,100,0.68,90257,6037,96294,962.94,0.1474595,0.001474595,36.474227,0.36474227
2023-10-21 16:37:23,2023-10-21 16:37:59,temp-0.8,gpt-35-turbo,0.8,lsat-rc-100,100,0.68,90257,5997,96254,962.54,0.1473795,0.001473795,35.706324,0.35706324
2023-10-21 16:37:59,2023-10-21 16:38:35,temp-0.9,gpt-35-turbo,0.9,lsat-rc-100,100,0.67,90257,6058,96315,963.15,0.1475015,0.001475015,36.23842,0.3623842
2023-10-21 16:38:35,2023-10-21 16:39:09,temp-1.0,gpt-35-turbo,1.0,lsat-rc-100,100,0.66,90257,6002,96259,962.59,0.1473895,0.001473895,34.15698,0.3415698
