Start Time,End Time,Experiment,Model,Temperature,Exam,Questions,Accuracy,Input Tokens,Output Tokens,Total Tokens,Tokens per Question,Total Cost,Cost per Question,Runtime,Runtime per Question
2023-10-21 16:18:38,2023-10-21 16:19:19,temp-0.0,gpt-35-turbo,0.0,lsat-ar-100,100,0.3,43224,6540,49764,497.64,0.077916,0.00077916,41.117157,0.41117157
2023-10-21 16:19:19,2023-10-21 16:19:56,temp-0.1,gpt-35-turbo,0.1,lsat-ar-100,100,0.3,43224,6530,49754,497.54,0.077896,0.00077896,36.434646,0.36434646
2023-10-21 16:19:56,2023-10-21 16:20:34,temp-0.2,gpt-35-turbo,0.2,lsat-ar-100,100,0.31,43224,6413,49637,496.37,0.077662,0.00077662,38.012534,0.38012534
2023-10-21 16:20:34,2023-10-21 16:21:07,temp-0.3,gpt-35-turbo,0.3,lsat-ar-100,100,0.32,43224,6452,49676,496.76,0.07774,0.0007774,33.673259,0.33673259
2023-10-21 16:21:07,2023-10-21 16:21:45,temp-0.4,gpt-35-turbo,0.4,lsat-ar-100,100,0.29,43224,6420,49644,496.44,0.077676,0.00077676,37.795866,0.3779586599999999
2023-10-21 16:21:45,2023-10-21 16:22:25,temp-0.5,gpt-35-turbo,0.5,lsat-ar-100,100,0.27,43224,6450,49674,496.74,0.077736,0.0007773599999999,40.015248,0.40015248
2023-10-21 16:22:25,2023-10-21 16:23:07,temp-0.6,gpt-35-turbo,0.6,lsat-ar-100,100,0.29,43224,6362,49586,495.86,0.07756,0.0007756,42.144271,0.42144271
2023-10-21 16:23:07,2023-10-21 16:23:43,temp-0.7,gpt-35-turbo,0.7,lsat-ar-100,100,0.27,43224,6509,49733,497.33,0.077854,0.00077854,36.252633,0.36252633
2023-10-21 16:23:43,2023-10-21 16:24:21,temp-0.8,gpt-35-turbo,0.8,lsat-ar-100,100,0.29,43224,6551,49775,497.75,0.077938,0.00077938,37.240233,0.37240233
2023-10-21 16:24:21,2023-10-21 16:24:56,temp-0.9,gpt-35-turbo,0.9,lsat-ar-100,100,0.3,43224,6636,49860,498.6,0.078108,0.00078108,35.395821,0.35395821
2023-10-21 16:24:56,2023-10-21 16:25:36,temp-1.0,gpt-35-turbo,1.0,lsat-ar-100,100,0.32,43224,6580,49804,498.04,0.07799600000000001,0.0007799600000000001,39.94599,0.39945990000000003
