Start Time,End Time,Experiment,Model,Temperature,Exam,Questions,Accuracy,Input Tokens,Output Tokens,Total Tokens,Tokens per Question,Total Cost,Cost per Question,Runtime,Runtime per Question
2023-10-21 16:39:09,2023-10-21 16:39:53,temp-0.0,gpt-35-turbo,0.0,sat-en-100,100,0.82,118365,6690,125055,1250.55,0.1909275,0.001909275,43.403236,0.43403236
2023-10-21 16:39:53,2023-10-21 16:40:30,temp-0.1,gpt-35-turbo,0.1,sat-en-100,100,0.82,118365,6684,125049,1250.49,0.1909155,0.001909155,37.01563,0.3701563
2023-10-21 16:40:30,2023-10-21 16:41:11,temp-0.2,gpt-35-turbo,0.2,sat-en-100,100,0.81,118365,6681,125046,1250.46,0.1909095,0.001909095,41.315983,0.41315983
2023-10-21 16:41:11,2023-10-21 16:41:51,temp-0.3,gpt-35-turbo,0.3,sat-en-100,100,0.82,118365,6676,125041,1250.41,0.1908995,0.001908995,40.188384,0.40188384
2023-10-21 16:41:51,2023-10-21 16:42:33,temp-0.4,gpt-35-turbo,0.4,sat-en-100,100,0.81,118365,6528,124893,1248.93,0.1906035,0.001906035,41.86494,0.4186493999999999
2023-10-21 16:42:33,2023-10-21 16:43:12,temp-0.5,gpt-35-turbo,0.5,sat-en-100,100,0.81,118365,6642,125007,1250.07,0.1908315,0.001908315,38.487049,0.38487049
2023-10-21 16:43:12,2023-10-21 16:43:50,temp-0.6,gpt-35-turbo,0.6,sat-en-100,100,0.83,118365,6456,124821,1248.21,0.1904595,0.001904595,38.356021,0.3835602099999999
2023-10-21 16:43:50,2023-10-21 16:44:33,temp-0.7,gpt-35-turbo,0.7,sat-en-100,100,0.8,118365,6471,124836,1248.36,0.1904895,0.001904895,42.734741,0.42734741
2023-10-21 16:44:33,2023-10-21 16:45:14,temp-0.8,gpt-35-turbo,0.8,sat-en-100,100,0.81,118365,6923,125288,1252.88,0.1913935,0.001913935,41.229493,0.41229493
2023-10-21 16:45:14,2023-10-21 16:45:56,temp-0.9,gpt-35-turbo,0.9,sat-en-100,100,0.8,118365,6541,124906,1249.06,0.1906295,0.001906295,41.496617,0.41496617
2023-10-21 16:45:56,2023-10-21 16:46:37,temp-1.0,gpt-35-turbo,1.0,sat-en-100,100,0.82,118365,6822,125187,1251.87,0.19119150000000001,0.0019119150000000001,41.428786,0.41428786
