Start Time,End Time,Experiment,Model,Temperature,Exam,Questions,Accuracy,Input Tokens,Output Tokens,Total Tokens,Tokens per Question,Total Cost,Cost per Question,Runtime,Runtime per Question
2023-10-21 16:25:36,2023-10-21 16:26:15,temp-0.0,gpt-35-turbo,0.0,lsat-lr-100,100,0.54,44254,6000,50254,502.54,0.0783809999999999,0.0007838099999999,38.528119,0.3852811899999999
2023-10-21 16:26:15,2023-10-21 16:26:51,temp-0.1,gpt-35-turbo,0.1,lsat-lr-100,100,0.52,44254,6000,50254,502.54,0.0783809999999999,0.0007838099999999,36.708667,0.36708667
2023-10-21 16:26:51,2023-10-21 16:27:31,temp-0.2,gpt-35-turbo,0.2,lsat-lr-100,100,0.53,44254,6000,50254,502.54,0.0783809999999999,0.0007838099999999,39.69557,0.3969557
2023-10-21 16:27:31,2023-10-21 16:28:11,temp-0.3,gpt-35-turbo,0.3,lsat-lr-100,100,0.52,44254,6000,50254,502.54,0.0783809999999999,0.0007838099999999,40.239069,0.40239069
2023-10-21 16:28:11,2023-10-21 16:28:49,temp-0.4,gpt-35-turbo,0.4,lsat-lr-100,100,0.52,44254,6000,50254,502.54,0.0783809999999999,0.0007838099999999,37.631455,0.37631455
2023-10-21 16:28:49,2023-10-21 16:29:27,temp-0.5,gpt-35-turbo,0.5,lsat-lr-100,100,0.5,44254,6000,50254,502.54,0.0783809999999999,0.0007838099999999,38.384804,0.38384804
2023-10-21 16:29:27,2023-10-21 16:30:03,temp-0.6,gpt-35-turbo,0.6,lsat-lr-100,100,0.53,44254,5999,50253,502.53,0.078379,0.00078379,35.943539,0.35943539
2023-10-21 16:30:03,2023-10-21 16:30:40,temp-0.7,gpt-35-turbo,0.7,lsat-lr-100,100,0.53,44254,5998,50252,502.52,0.078377,0.00078377,37.201391,0.37201391
2023-10-21 16:30:40,2023-10-21 16:31:19,temp-0.8,gpt-35-turbo,0.8,lsat-lr-100,100,0.5,44254,5993,50247,502.47,0.0783669999999999,0.0007836699999999,38.549609,0.3854960899999999
2023-10-21 16:31:19,2023-10-21 16:32:03,temp-0.9,gpt-35-turbo,0.9,lsat-lr-100,100,0.52,44254,5992,50246,502.46,0.0783649999999999,0.0007836499999999,44.170441,0.44170441
2023-10-21 16:32:03,2023-10-21 16:32:41,temp-1.0,gpt-35-turbo,1.0,lsat-lr-100,100,0.5,44254,5980,50234,502.34,0.078341,0.0007834099999999999,37.314122,0.37314122
