Start Time,End Time,Experiment,Model,Temperature,Exam,Questions,Accuracy,Input Tokens,Output Tokens,Total Tokens,Tokens per Question,Total Cost,Cost per Question,Runtime,Runtime per Question
2023-10-21 16:12:04,2023-10-21 16:12:39,temp-0.0,gpt-35-turbo,0.0,logiqa-en-100,100,0.41,40432,5880,46312,463.12,0.072408,0.00072408,35.552296,0.35552296
2023-10-21 16:12:39,2023-10-21 16:13:14,temp-0.1,gpt-35-turbo,0.1,logiqa-en-100,100,0.38,40432,5910,46342,463.42,0.072468,0.00072468,34.391186,0.3439118599999999
2023-10-21 16:13:14,2023-10-21 16:13:48,temp-0.2,gpt-35-turbo,0.2,logiqa-en-100,100,0.39,40432,5911,46343,463.43,0.07247,0.0007247,34.133062,0.34133062
2023-10-21 16:13:48,2023-10-21 16:14:22,temp-0.3,gpt-35-turbo,0.3,logiqa-en-100,100,0.39,40432,5910,46342,463.42,0.072468,0.00072468,34.039463,0.34039463
2023-10-21 16:14:22,2023-10-21 16:14:58,temp-0.4,gpt-35-turbo,0.4,logiqa-en-100,100,0.4,40432,5916,46348,463.48,0.07248,0.0007248,36.714518,0.3671451799999999
2023-10-21 16:14:58,2023-10-21 16:15:34,temp-0.5,gpt-35-turbo,0.5,logiqa-en-100,100,0.41,40432,5894,46326,463.26,0.072436,0.00072436,35.226793,0.35226793
2023-10-21 16:15:34,2023-10-21 16:16:13,temp-0.6,gpt-35-turbo,0.6,logiqa-en-100,100,0.41,40432,5915,46347,463.47,0.072478,0.00072478,38.920839,0.38920839
2023-10-21 16:16:13,2023-10-21 16:16:50,temp-0.7,gpt-35-turbo,0.7,logiqa-en-100,100,0.41,40432,5957,46389,463.89,0.072562,0.00072562,36.884933,0.36884933
2023-10-21 16:16:50,2023-10-21 16:17:24,temp-0.8,gpt-35-turbo,0.8,logiqa-en-100,100,0.4,40432,5885,46317,463.17,0.072418,0.0007241799999999,34.415267,0.34415267
2023-10-21 16:17:24,2023-10-21 16:17:58,temp-0.9,gpt-35-turbo,0.9,logiqa-en-100,100,0.38,40432,5875,46307,463.07,0.072398,0.00072398,33.589456,0.33589456
2023-10-21 16:17:58,2023-10-21 16:18:38,temp-1.0,gpt-35-turbo,1.0,logiqa-en-100,100,0.39,40432,6425,46857,468.57,0.07349800000000001,0.0007349800000000001,40.378651,0.40378651
