Start Time,End Time,Experiment,Model,Temperature,Exam,Questions,Accuracy,Input Tokens,Output Tokens,Total Tokens,Tokens per Question,Total Cost,Cost per Question,Runtime,Runtime per Question
2023-10-22 02:19:01,2023-10-22 02:24:18,temp-0.0,gpt-35-turbo,0.0,lsat-rc-100,100,0.58,102257,200290,302547,3025.47,0.5539655,0.005539655,317.18436,3.1718436000000003
2023-10-22 02:24:18,2023-10-22 02:32:01,temp-0.1,gpt-35-turbo,0.1,lsat-rc-100,100,0.59,102257,192938,295195,2951.95,0.5392615000000001,0.005392615,462.465378,4.62465378
2023-10-22 02:32:01,2023-10-22 02:39:27,temp-0.2,gpt-35-turbo,0.2,lsat-rc-100,100,0.62,102257,188468,290725,2907.25,0.5303215000000001,0.005303215,446.587007,4.46587007
2023-10-22 02:39:27,2023-10-22 02:48:24,temp-0.3,gpt-35-turbo,0.3,lsat-rc-100,100,0.62,102257,192206,294463,2944.63,0.5377975,0.005377975,536.802718,5.36802718
2023-10-22 02:48:24,2023-10-22 02:56:50,temp-0.4,gpt-35-turbo,0.4,lsat-rc-100,100,0.61,102257,188253,290510,2905.1,0.5298915,0.0052989149999999,505.841614,5.05841614
2023-10-22 02:56:50,2023-10-22 03:04:45,temp-0.5,gpt-35-turbo,0.5,lsat-rc-100,100,0.64,102257,187098,289355,2893.55,0.5275815,0.005275815,475.376253,4.75376253
2023-10-22 03:04:45,2023-10-22 03:12:49,temp-0.6,gpt-35-turbo,0.6,lsat-rc-100,100,0.62,102257,188956,291213,2912.13,0.5312975,0.005312975,483.282287,4.83282287
2023-10-22 03:12:49,2023-10-22 03:21:21,temp-0.7,gpt-35-turbo,0.7,lsat-rc-100,100,0.62,102257,186559,288816,2888.16,0.5265035,0.005265035,512.973129,5.12973129
2023-10-22 03:21:22,2023-10-22 03:29:23,temp-0.8,gpt-35-turbo,0.8,lsat-rc-100,100,0.61,102257,186226,288483,2884.83,0.5258375,0.0052583749999999,481.383322,4.81383322
2023-10-22 03:29:23,2023-10-22 03:37:40,temp-0.9,gpt-35-turbo,0.9,lsat-rc-100,100,0.62,102257,186498,288755,2887.55,0.5263815000000001,0.005263815,496.712629,4.96712629
2023-10-22 03:37:40,2023-10-22 03:46:03,temp-1.0,gpt-35-turbo,1.0,lsat-rc-100,100,0.63,102257,187377,289634,2896.34,0.5281395,0.0052813949999999995,503.870181,5.03870181
