Start Time,End Time,Experiment,Model,Temperature,Exam,Questions,Accuracy,Input Tokens,Output Tokens,Total Tokens,Tokens per Question,Total Cost,Cost per Question,Runtime,Runtime per Question
2023-10-21 21:20:07,2023-10-21 21:24:13,temp-0.0,gpt-35-turbo,0.0,logiqa-en-100,100,0.37,52312,197350,249662,2496.62,0.473168,0.00473168,246.01494,2.4601494
2023-10-21 21:24:13,2023-10-21 21:30:18,temp-0.1,gpt-35-turbo,0.1,logiqa-en-100,100,0.41,52312,199458,251770,2517.7,0.477384,0.00477384,364.814627,3.64814627
2023-10-21 21:30:18,2023-10-21 21:36:21,temp-0.2,gpt-35-turbo,0.2,logiqa-en-100,100,0.41,52312,197824,250136,2501.36,0.474116,0.0047411599999999,363.413175,3.63413175
2023-10-21 21:36:21,2023-10-21 21:42:33,temp-0.3,gpt-35-turbo,0.3,logiqa-en-100,100,0.38,52312,197962,250274,2502.74,0.474392,0.00474392,371.7478,3.717478
2023-10-21 21:42:33,2023-10-21 21:49:04,temp-0.4,gpt-35-turbo,0.4,logiqa-en-100,100,0.41,52312,200922,253234,2532.34,0.4803119999999999,0.0048031199999999,390.572703,3.90572703
2023-10-21 21:49:04,2023-10-21 21:55:45,temp-0.5,gpt-35-turbo,0.5,logiqa-en-100,100,0.43,52312,198882,251194,2511.94,0.476232,0.00476232,401.237285,4.01237285
2023-10-21 21:55:45,2023-10-21 22:02:50,temp-0.6,gpt-35-turbo,0.6,logiqa-en-100,100,0.4,52312,202637,254949,2549.49,0.483742,0.00483742,425.424804,4.25424804
2023-10-21 22:02:50,2023-10-21 22:09:36,temp-0.7,gpt-35-turbo,0.7,logiqa-en-100,100,0.41,52312,198032,250344,2503.44,0.474532,0.00474532,405.990628,4.05990628
2023-10-21 22:09:36,2023-10-21 22:16:24,temp-0.8,gpt-35-turbo,0.8,logiqa-en-100,100,0.39,52312,200407,252719,2527.19,0.479282,0.00479282,407.705818,4.07705818
2023-10-21 22:16:24,2023-10-21 22:23:02,temp-0.9,gpt-35-turbo,0.9,logiqa-en-100,100,0.36,52312,198982,251294,2512.94,0.4764319999999999,0.00476432,398.070451,3.98070451
2023-10-21 22:23:02,2023-10-21 22:40:14,temp-1.0,gpt-35-turbo,1.0,logiqa-en-100,100,0.41,51833,203656,255489,2554.89,0.48506150000000003,0.004850615,1031.65618,10.316561799999999
