Start Time,End Time,Experiment,Model,Temperature,Exam,Questions,Accuracy,Input Tokens,Output Tokens,Total Tokens,Tokens per Question,Total Cost,Cost per Question,Runtime,Runtime per Question
2023-10-22 00:46:46,2023-10-22 00:51:28,temp-0.0,gpt-35-turbo,0.0,lsat-lr-100,100,0.45,56254,208220,264474,2644.74,0.500821,0.00500821,282.264646,2.82264646
2023-10-22 00:51:28,2023-10-22 00:58:11,temp-0.1,gpt-35-turbo,0.1,lsat-lr-100,100,0.44,56254,208363,264617,2646.17,0.501107,0.0050110699999999,403.669776,4.03669776
2023-10-22 00:58:11,2023-10-22 01:05:41,temp-0.2,gpt-35-turbo,0.2,lsat-lr-100,100,0.43,56254,208474,264728,2647.28,0.501329,0.00501329,449.988924,4.49988924
2023-10-22 01:05:41,2023-10-22 01:13:07,temp-0.3,gpt-35-turbo,0.3,lsat-lr-100,100,0.42,56254,208572,264826,2648.26,0.501525,0.00501525,445.796282,4.4579628200000005
2023-10-22 01:13:07,2023-10-22 01:20:53,temp-0.4,gpt-35-turbo,0.4,lsat-lr-100,100,0.41,56254,208718,264972,2649.72,0.5018170000000001,0.00501817,465.996406,4.65996406
2023-10-22 01:20:53,2023-10-22 01:28:20,temp-0.5,gpt-35-turbo,0.5,lsat-lr-100,100,0.44,56254,209074,265328,2653.28,0.502529,0.00502529,446.502211,4.46502211
2023-10-22 01:28:20,2023-10-22 01:36:38,temp-0.6,gpt-35-turbo,0.6,lsat-lr-100,100,0.43,56254,209485,265739,2657.39,0.503351,0.00503351,498.489865,4.98489865
2023-10-22 01:36:38,2023-10-22 01:44:24,temp-0.7,gpt-35-turbo,0.7,lsat-lr-100,100,0.44,56254,209038,265292,2652.92,0.502457,0.00502457,465.281624,4.65281624
2023-10-22 01:44:24,2023-10-22 02:02:27,temp-0.8,gpt-35-turbo,0.8,lsat-lr-100,100,0.42,55733,207925,263658,2636.58,0.4994495,0.004994495,1083.217968,10.83217968
2023-10-22 02:02:27,2023-10-22 02:10:19,temp-0.9,gpt-35-turbo,0.9,lsat-lr-100,100,0.48,56254,210749,267003,2670.03,0.505879,0.00505879,472.063959,4.72063959
2023-10-22 02:10:19,2023-10-22 02:19:01,temp-1.0,gpt-35-turbo,1.0,lsat-lr-100,100,0.43,56254,211798,268052,2680.52,0.507977,0.00507977,522.068071,5.22068071
